episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,33.0,-8.724660696823332,-0.8221840887351837,92.59993672054951,-30.0,3.0,2,0.5,False,True,5.0892599860403465,11,57.86213677396928,9.338,in_progress,0.0
0,34.0,-8.692078771204798,-0.7247626343622803,84.59213093647097,-10.0,3.0,8,0.5,False,True,5.265159304684463,12,57.86213677396928,9.394,in_progress,0.0
0,35.0,-8.647660265567819,-0.6274275109708554,76.83027431612467,-20.0,2.0,4,0.5,False,True,5.432514052262248,12,57.86213677396928,9.474,in_progress,0.0
0,36.0,-8.582137149644774,-0.5040793181265745,69.27771077597379,-10.0,1.0,6,0.5,False,True,5.664943819158022,12,57.86213677396928,9.526,in_progress,0.0
0,37.0,-8.527402239397729,-0.4231065690133491,63.65619334907163,30.0,1.0,18,0.5,False,True,5.822473925399266,13,57.86213677396928,9.601,in_progress,0.0
0,38.0,-8.456714043917955,-0.32217157973865174,59.20110447680288,30.0,3.0,20,1.0,False,True,6.018854735578451,13,57.86213677396928,9.666,in_progress,0.0
0,39.0,-8.41176635400037,-0.24195678385526015,59.76741001264088,30.0,3.0,20,1.0,False,True,6.171644019623326,13,57.86213677396928,9.731,in_progress,0.0
0,40.0,-8.37427333631444,-0.13434359963479403,64.3744523335908,30.0,3.0,20,1.0,False,True,6.367547264329916,14,57.86213677396928,9.8,in_progress,0.0
0,41.0,-8.354274789830495,-0.010856073777333802,71.734677013302,10.0,3.0,14,1.0,False,True,6.583412954278731,14,57.86213677396928,9.853,in_progress,0.0
0,42.0,-8.349062849024468,0.14727634509643864,81.35855419651686,0.0,3.0,11,1.0,False,True,6.851583199347044,15,57.86213677396928,9.933,in_progress,0.0
0,43.0,-8.353228227095547,0.2865486945209963,89.08447691951041,0.0,1.0,9,0.5,False,True,7.084730706965627,15,57.86213677396928,10.002,in_progress,0.0
0,44.0,-8.371194160088352,0.42498249868107757,98.45205795468512,-10.0,3.0,8,0.5,False,True,7.310806220975909,16,57.86213677396928,10.064,in_progress,0.0
0,45.0,-8.396454716258372,0.5621935582879227,105.60916605122225,-30.0,3.0,2,0.5,False,True,7.532025264381356,16,57.86213677396928,10.118,in_progress,0.0
0,46.0,-8.416609308079032,0.7086720755835318,108.4470291056423,-10.0,3.0,8,0.1,False,True,7.770803418429375,16,57.86213677396928,10.192,in_progress,0.0
0,47.0,-8.44428089245701,0.8867241434585494,109.02645554836563,0.0,1.0,9,0.1,False,True,8.060011248726962,17,57.86213677396928,10.263,in_progress,0.0
0,48.0,-8.486029056227975,1.0301579442208433,111.62444935233029,0.0,1.0,9,0.1,False,True,8.28529081852099,17,57.86213677396928,10.319,in_progress,0.0
0,49.0,-8.534247547705785,1.16153135443911,113.30527156252748,0.0,1.0,9,0.1,False,True,8.487744553640724,18,57.86213677396928,10.397,in_progress,0.0
0,50.0,-8.597125899323668,1.2916373983725808,115.27712559129836,0.0,1.0,9,0.001,False,False,8.681739180871245,18,57.86213677396928,10.464,in_progress,0.0
0,51.0,-8.645809168128872,1.393021852574465,115.42434920626967,0.0,1.0,9,0.001,False,False,8.833439144187096,19,57.86213677396928,10.532,in_progress,0.0
0,52.0,-8.68936341263343,1.4843853498004793,115.42139870427849,0.0,1.0,9,0.001,False,False,8.97026863078926,19,57.86213677396928,10.588000000000001,in_progress,0.0
0,53.0,-8.72907725744144,1.5605152393294204,116.09775348598565,0.0,1.0,9,0.001,False,False,9.08294869762765,19,57.86213677396928,10.682,off_track,1.9930000000000003
0,54.0,-8.223419125019745,1.520407603008922,76.94700442957351,0.0,1.0,9,0.0,False,True,9.212976443790822,19,57.86213677396928,10.829,pause,1.846
0,55.0,-8.223138329200845,1.51964203587113,76.81369955468878,-10.0,3.0,8,0.0,False,True,9.211796615081532,19,57.86213677396928,10.877,pause,1.798
0,56.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-10.0,3.0,8,0.0,False,True,9.212492210964635,19,57.86213677396928,10.942,pause,1.7330000000000005
0,57.0,-8.223259496096102,1.520178947567057,76.85585054466345,-20.0,2.0,4,0.0,False,True,9.212653543543157,19,57.86213677396928,11.011,pause,1.6640000000000015
0,58.0,-8.223466690338185,1.5197008431798107,76.8914249468388,-20.0,2.0,4,0.0,False,True,9.211767849260829,19,57.86213677396928,11.073,pause,1.6020000000000003
0,59.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.0,False,True,9.212492210964635,19,57.86213677396928,11.14,pause,1.5350000000000001
0,60.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.0,False,True,9.212492210964635,19,57.86213677396928,11.278,pause,1.3970000000000002
0,61.0,-8.223698119970479,1.5182309945798067,76.83425309171982,-20.0,2.0,4,0.0,False,True,9.209202766474093,19,57.86213677396928,11.306,pause,1.3690000000000015
0,62.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.0,False,True,9.212492210964635,19,57.86213677396928,11.348,pause,1.327
0,63.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-10.0,3.0,8,0.0,False,True,9.212492210964635,19,57.86213677396928,11.388,pause,1.2870000000000008
0,64.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.0,False,True,9.212492210964635,19,57.86213677396928,11.475,pause,1.200000000000001
0,65.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.0,False,True,9.212492210964635,19,57.86213677396928,11.555,pause,1.120000000000001
0,66.0,-8.223511214077588,1.5197334617538196,76.91488993140796,-20.0,2.0,4,0.0,False,True,9.211805446921003,19,57.86213677396928,11.611,pause,1.064
0,67.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.0,False,True,9.212492210964635,19,57.86213677396928,11.685,pause,0.9900000000000002
0,68.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.0,False,True,9.212492210964635,19,57.86213677396928,11.752,pause,0.923
0,69.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.0,False,True,9.212492210964635,19,57.86213677396928,11.816,pause,0.859
0,70.0,-8.223297394190393,1.5196153805777488,76.83005663101642,-20.0,2.0,4,0.0,False,True,9.211689827685126,19,57.86213677396928,11.871,pause,0.8040000000000003
0,71.0,-8.2234887411288,1.5195402896750634,76.88562491014763,-20.0,2.0,4,0.0,False,True,9.211488918349627,19,57.86213677396928,11.942,pause,0.7330000000000005
0,72.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.0,False,True,9.212492210964635,19,57.86213677396928,12.01,pause,0.6650000000000009
0,73.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.0,False,True,9.212492210964635,19,57.86213677396928,12.076,pause,0.5990000000000002
0,74.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.0,False,True,9.212492210964635,19,57.86213677396928,12.144,pause,0.5310000000000006
0,75.0,-8.223548564232091,1.5199279186949757,76.95930884946311,-20.0,2.0,4,0.0,False,True,9.21211834922505,19,57.86213677396928,12.216,pause,0.4590000000000014
0,76.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.0,False,True,9.212492210964635,19,57.86213677396928,12.275,pause,0.40000000000000036
0,77.0,-8.223469014521802,1.5199415995933008,76.91861073354521,-20.0,2.0,4,0.0,False,True,9.212172344448764,19,57.86213677396928,12.341,pause,0.3340000000000014
0,78.0,-8.223444665347646,1.5199218692039143,76.90557480694602,-20.0,2.0,4,0.0,False,True,9.212148597287579,19,57.86213677396928,12.414,pause,0.261000000000001
0,79.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.0,False,True,9.212492210964635,19,57.86213677396928,12.478,pause,0.19700000000000095
0,80.0,-8.223203903107395,1.520643002612548,76.83319034538523,-20.0,2.0,4,0.0,False,True,9.213456581743875,19,57.86213677396928,12.55,pause,0.125
0,81.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.0,False,True,9.212492210964635,19,57.86213677396928,12.607,pause,0.06800000000000139
0,82.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-10.0,3.0,8,0.0,False,True,9.212492210964635,19,57.86213677396928,12.682,pause,-0.006999999999999673
0,83.0,-8.223517449900502,1.5201427544090214,76.9528823027827,-20.0,2.0,4,0.5,False,True,9.212492210964635,19,57.86213677396928,12.744,in_progress,0.0
0,84.0,-8.220221275499112,1.5309540332337273,76.8065584544106,-20.0,2.0,4,0.5,False,True,9.23197965216811,19,57.86213677396928,12.816,in_progress,0.0
0,85.0,-8.207268073229173,1.5518613881981875,74.91859705150621,-10.0,3.0,8,0.5,False,True,9.272225701359119,19,57.86213677396928,12.876,in_progress,0.0
0,86.0,-8.185374909514085,1.591242309384308,72.40651046338327,-20.0,2.0,4,0.5,False,True,9.347057802846011,20,57.86213677396928,12.944,in_progress,0.0
0,87.0,-8.15544499314222,1.6400675102459972,69.25301279179305,-20.0,2.0,4,0.5,False,True,9.440920413476848,20,57.86213677396928,13.011,in_progress,0.0
0,88.0,-8.112469549518485,1.6912378217272976,64.23525876155882,20.0,1.0,15,0.5,False,True,9.543808813609909,20,57.86213677396928,13.084,in_progress,0.0
0,89.0,-8.064590836296775,1.7594558824158808,60.9846601084001,10.0,3.0,14,0.5,False,True,9.677265664765494,20,57.86213677396928,13.156,in_progress,0.0
0,90.0,-8.034737555100245,1.822826961757736,62.00499158101149,10.0,3.0,14,0.5,False,True,9.795595740018257,20,57.86213677396928,13.208,in_progress,0.0
0,91.0,-8.008955054908542,1.9041068172301576,65.36225023602617,20.0,1.0,15,0.5,False,True,9.9424952136192,21,57.86213677396928,13.29,in_progress,0.0
0,92.0,-7.994729614760278,2.0081705507253873,72.06523027727171,0.0,1.0,9,0.5,False,True,10.12325729804716,21,57.86213677396928,13.343,in_progress,0.0
0,93.0,-7.990258780130563,2.077008761365947,75.94342570485986,0.0,1.0,9,0.5,False,True,10.241647209285558,21,57.86213677396928,13.408,in_progress,0.0
0,94.0,-7.976828099199149,2.1532866226298135,77.26855868795798,-20.0,2.0,4,0.5,False,True,10.375331997567272,21,57.86213677396928,13.48,in_progress,0.0
0,95.0,-7.952993758841797,2.235788252410193,76.0523286198582,-20.0,2.0,4,0.5,False,True,10.523508719995403,22,57.86213677396928,13.546,in_progress,0.0
0,96.0,-7.913899300083965,2.3157580949411845,71.95612997951734,-20.0,2.0,4,0.5,False,True,10.649222456224594,22,57.86213677396928,13.606,in_progress,0.0
0,97.0,-7.847647953360974,2.414131882935269,65.18384910898844,0.0,1.0,9,0.5,False,True,10.84637129620097,22,57.86213677396928,13.675,in_progress,0.0
0,98.0,-7.780321002943803,2.5020897466132697,59.58514616421423,30.0,1.0,18,1.0,False,True,11.027470984982132,23,57.86213677396928,13.741,in_progress,0.0
0,99.0,-7.73064072210661,2.582778487796533,59.01103293460681,0.0,3.0,11,1.0,False,True,11.170223299744569,23,57.86213677396928,13.815,in_progress,0.0
0,100.0,-7.686207113872213,2.6590584216341737,59.1765510562513,-20.0,2.0,4,1.0,False,True,11.322079105854522,23,57.86213677396928,13.877,in_progress,0.0
0,101.0,-7.62512294983286,2.7420580579358442,57.11713621051433,-20.0,2.0,4,1.0,False,True,11.498670984421674,24,57.86213677396928,13.951,in_progress,0.0
0,102.0,-7.524857271717792,2.8388623958105628,50.65999225220676,-20.0,2.0,4,1.0,False,True,11.728370492379991,24,57.86213677396928,14.016,in_progress,0.0
0,103.0,-7.435094496987221,2.905318932252918,44.83064961574414,-30.0,1.0,0,1.0,False,True,11.915704272889439,24,57.86213677396928,14.074,in_progress,0.0
0,104.0,-7.345469129641081,2.9598245734410034,39.24389515120434,20.0,1.0,15,1.0,False,True,12.086959267157477,25,57.86213677396928,14.152,in_progress,0.0
0,105.0,-7.252230194076389,3.0159565007189286,35.76358410042475,-20.0,1.0,3,1.0,False,True,12.293599528201227,25,57.86213677396928,14.214,in_progress,0.0
0,106.0,-7.189694158683746,3.059375715894869,35.51863299663023,30.0,1.0,18,1.0,False,True,12.424675670435803,25,57.86213677396928,14.284,in_progress,0.0
0,107.0,-7.118413929924527,3.113385612915811,36.13662263284801,-30.0,1.0,0,1.0,False,True,12.57907502060656,26,57.86213677396928,14.34,in_progress,0.0
0,108.0,-7.063294990898147,3.161722980493629,37.61594133752225,-30.0,3.0,2,1.0,False,True,12.70573259107795,26,57.86213677396928,14.415,in_progress,0.0
0,109.0,-6.986381853025611,3.2122760907547083,36.082259307376845,-30.0,3.0,2,1.0,False,True,12.896077336638493,26,57.86213677396928,14.48,in_progress,0.0
0,110.0,-6.894471725773388,3.250471328535794,31.031851747379278,-30.0,3.0,2,1.0,False,True,13.067063096812207,27,57.86213677396928,14.542,in_progress,0.0
0,111.0,-6.788307913907865,3.2765930401447783,24.111247622910003,-30.0,1.0,0,0.5,False,True,13.290844033413233,27,57.86213677396928,14.61,in_progress,0.0
0,112.0,-6.678770011388124,3.2916304795220785,16.30522992479517,-20.0,2.0,4,0.5,False,True,13.478823656401664,27,57.86213677396928,14.682,in_progress,0.0
0,113.0,-6.5716156986931935,3.297406127769075,10.542024389139714,-20.0,2.0,4,0.5,False,True,13.657900554978708,28,57.86213677396928,14.751,in_progress,0.0
0,114.0,-6.4394412929618445,3.2827999456577714,2.466183530727043,-20.0,2.0,4,0.5,False,True,13.93877698975993,28,57.86213677396928,14.819,in_progress,0.0
0,115.0,-6.329005347025583,3.2555789467357816,-4.495078402945265,-20.0,2.0,4,0.5,False,True,14.12183174107228,29,57.86213677396928,14.893,in_progress,0.0
0,116.0,-6.191941985237288,3.2056407866095693,-12.64661495991537,-20.0,2.0,4,0.1,False,True,14.449968396858049,29,57.86213677396928,14.95,in_progress,0.0
0,117.0,-6.084055805487017,3.1520747127300828,-19.010463900503744,10.0,3.0,14,0.1,False,True,14.641444956801086,30,57.86213677396928,15.011,in_progress,0.0
0,118.0,-5.973824853072853,3.09582899852615,-22.792799426735126,10.0,3.0,14,0.1,False,True,14.997932584006927,30,57.86213677396928,15.073,in_progress,0.0
0,119.0,-5.838206397206811,3.045314340952386,-21.540804038457466,-30.0,1.0,0,0.1,False,True,15.437354776752363,31,57.86213677396928,15.145,in_progress,0.0
0,120.0,-5.7012842627820906,3.000856239829755,-19.592801955341336,-30.0,1.0,0,0.1,False,True,15.678951905174324,32,57.86213677396928,15.21,in_progress,0.0
0,121.0,-5.565644820440337,2.9491785438568434,-20.197673763124683,-30.0,3.0,2,0.1,False,True,16.07566009733844,32,57.86213677396928,15.289,in_progress,0.0
0,122.0,-5.451169864556398,2.8972830985030775,-22.10112831005997,-30.0,1.0,0,0.1,False,True,16.276672780682517,33,57.86213677396928,15.345,in_progress,0.0
0,123.0,-5.360414726747017,2.8416988764026754,-26.445706289416254,-30.0,1.0,0,0.5,False,True,16.53634642812762,33,57.86213677396928,15.421,in_progress,0.0
0,124.0,-5.272700580180031,2.7801784054959207,-30.316709091784713,-30.0,1.0,0,0.5,False,True,16.70692474315842,34,57.86213677396928,15.487,in_progress,0.0
0,125.0,-5.194906060865586,2.7191172837006863,-33.25078053150971,-30.0,3.0,2,0.5,False,True,16.8677293860857,34,57.86213677396928,15.541,in_progress,0.0
0,126.0,-5.136791582568084,2.668711215325211,-35.495147021265545,-20.0,2.0,4,0.5,False,True,17.021532942305985,34,57.86213677396928,15.614,in_progress,0.0
0,127.0,-5.069633314780569,2.5899061328931383,-40.802449579791656,-20.0,2.0,4,1.0,False,True,17.194355417413913,35,57.86213677396928,15.679,in_progress,0.0
0,128.0,-5.008827800870353,2.49156043969686,-48.26384176972245,-20.0,2.0,4,1.0,False,True,17.39297069605708,35,57.86213677396928,15.753,in_progress,0.0
0,129.0,-4.95991077424857,2.3805106759213195,-56.27632406263054,-20.0,2.0,4,1.0,False,True,17.638910314869154,35,57.86213677396928,15.811,in_progress,0.0
0,130.0,-4.923180474518211,2.2657225638467726,-63.34076741772663,-20.0,2.0,4,1.0,False,True,17.84524323891824,36,57.86213677396928,15.875,in_progress,0.0
0,131.0,-4.897308945346449,2.1402589101095666,-70.37009078652973,-20.0,2.0,4,1.0,False,True,18.078657563066354,36,57.86213677396928,15.94,in_progress,0.0
0,132.0,-4.885371208127354,2.0079657299228746,-77.38894744292152,-30.0,2.0,1,1.0,False,True,18.306185988890995,37,57.86213677396928,16.019,in_progress,0.0
0,133.0,-4.888390051625265,1.8764214536083546,-84.31672387698787,-10.0,1.0,6,1.0,False,True,18.533821444520715,37,57.86213677396928,16.082,in_progress,0.0
0,134.0,-4.904568707057015,1.7532535040041033,-91.61062795455977,-20.0,2.0,4,1.0,False,True,18.748505934515723,38,57.86213677396928,16.147,in_progress,0.0
0,135.0,-4.932559869738483,1.6331066797977056,-98.2395608302706,-10.0,1.0,6,1.0,False,True,18.960859091912216,38,57.86213677396928,16.214,in_progress,0.0
0,136.0,-4.973670175634706,1.5165757227437755,-105.03828500587164,30.0,3.0,20,1.0,False,True,19.174545941237884,38,57.86213677396928,16.271,in_progress,0.0
0,137.0,-5.00867028087833,1.419676991825161,-107.81101177749326,30.0,3.0,20,1.0,False,True,19.35129979500083,39,57.86213677396928,16.35,in_progress,0.0
0,138.0,-5.0314200299329706,1.2956566100927454,-104.57192617836638,30.0,3.0,20,1.0,False,True,19.568558733090793,39,57.86213677396928,16.411,in_progress,0.0
0,139.0,-5.034858319790707,1.1593983672930628,-98.16069596809722,10.0,2.0,13,1.0,False,True,19.79977653443892,40,57.86213677396928,16.476,in_progress,0.0
0,140.0,-5.0213247333297275,1.0132638161183762,-90.81692058542976,10.0,2.0,13,1.0,False,True,20.043568633910187,40,57.86213677396928,16.537,in_progress,0.0
0,141.0,-5.004440912319838,0.8996963540372644,-86.78667329611885,0.0,3.0,11,1.0,False,True,20.23117030743123,40,57.86213677396928,16.616,in_progress,0.0
0,142.0,-4.9836176992477,0.7612442317338353,-84.32672927907639,-20.0,2.0,4,0.5,False,True,20.459802899981955,41,57.86213677396928,16.68,in_progress,0.0
0,143.0,-4.974220656898661,0.6242519225536143,-85.23437570746323,-30.0,2.0,1,0.5,False,True,20.70263098668792,41,57.86213677396928,16.74,in_progress,0.0
0,144.0,-4.977255718100015,0.461359877156873,-88.47264800864666,10.0,2.0,13,0.5,False,True,20.98228253153512,42,57.86213677396928,16.809,in_progress,0.0
0,145.0,-4.986321974100817,0.3410742630058236,-91.09008741117823,30.0,1.0,18,0.5,False,True,21.197343286376828,42,57.86213677396928,16.883,in_progress,0.0
0,146.0,-4.986167797681145,0.20882848430985473,-90.74468448942697,30.0,1.0,18,0.5,False,True,21.42441864242967,43,57.86213677396928,16.948,in_progress,0.0
0,147.0,-4.979370963848164,0.08633993458521153,-88.96786523725108,10.0,2.0,13,0.5,False,True,21.659246567821285,43,57.86213677396928,17.015,in_progress,0.0
0,148.0,-4.963210207503536,-0.022156334865209987,-85.99293070585013,10.0,2.0,13,0.5,False,True,21.845419095089756,43,57.86213677396928,17.075,in_progress,0.0
0,149.0,-4.932472287162761,-0.13454567953545557,-81.18758134956661,20.0,3.0,17,0.1,False,True,22.037257766754887,44,57.86213677396928,17.146,in_progress,0.0
0,150.0,-4.88370513904111,-0.2579224123889624,-75.17546926918652,20.0,1.0,15,0.1,False,True,22.41133102975513,45,57.86213677396928,17.214,in_progress,0.0
0,151.0,-4.820709582641489,-0.37129826925901077,-68.18496620887177,20.0,1.0,15,0.1,False,True,22.832166482092976,45,57.86213677396928,17.272,in_progress,0.0
0,152.0,-4.763994458060021,-0.455122647860953,-63.36683774433128,20.0,1.0,15,0.1,False,True,23.006696139378867,46,57.86213677396928,17.34,in_progress,0.0
0,153.0,-4.692945266525756,-0.5372108452499114,-57.516435687733484,30.0,3.0,20,0.5,False,True,23.345206188964628,46,57.86213677396928,17.423000000000002,in_progress,0.0
0,154.0,-4.6219947241557735,-0.604087732203499,-52.13140425629639,30.0,3.0,20,0.5,False,True,23.511515935899297,47,57.86213677396928,17.478,in_progress,0.0
0,155.0,-4.544193845876773,-0.6561811767424538,-45.72292450590482,10.0,2.0,13,0.5,False,True,23.758669817749677,47,57.86213677396928,17.548000000000002,in_progress,0.0
0,156.0,-4.430620761258153,-0.7184784627727127,-37.28132834893785,20.0,3.0,17,0.5,False,True,23.981241347654848,48,57.86213677396928,17.608,in_progress,0.0
0,157.0,-4.320163856605741,-0.7669432154905141,-30.809300913489476,10.0,2.0,13,0.5,False,True,24.23634262082182,48,57.86213677396928,17.688,in_progress,0.0
0,158.0,-4.168053257594526,-0.8162805475898482,-23.048358781904295,30.0,1.0,18,0.5,False,True,24.512497150233482,49,57.86213677396928,17.74,in_progress,0.0
0,159.0,-4.065772762491034,-0.8412958652725653,-18.601970437715888,-20.0,1.0,3,0.5,False,True,24.694364368812277,49,57.86213677396928,17.808,in_progress,0.0
0,160.0,-3.9479737711536615,-0.871239698812425,-15.395553747303923,-10.0,3.0,8,0.5,False,True,24.933175307596212,49,57.86213677396928,17.877,in_progress,0.0
0,161.0,-3.851108093600984,-0.9026209429714519,-16.373363505095,-10.0,1.0,6,0.5,False,True,25.108000702268107,50,57.86213677396928,17.946,in_progress,0.0
0,162.0,-3.7434257309169525,-0.9528878803594073,-19.93851917796191,20.0,3.0,17,0.5,False,True,25.321544756575292,50,57.86213677396928,18.013,in_progress,0.0
0,163.0,-3.63955844883867,-1.0031724332974288,-22.218562579362978,0.0,3.0,11,0.5,False,True,25.512206825944965,51,57.86213677396928,18.074,in_progress,0.0
0,164.0,-3.526261084237711,-1.0448481851155549,-21.40221047852486,0.0,2.0,10,0.5,False,True,25.71670667677918,51,57.86213677396928,18.155,in_progress,0.0
0,165.0,-3.3986316824412626,-1.0925990877674205,-20.97944756454397,0.0,3.0,11,1.0,False,True,25.95086395406373,51,57.86213677396928,18.209,in_progress,0.0
0,166.0,-3.2658119061620603,-1.1414933093666575,-20.689707814496973,-10.0,1.0,6,1.0,False,True,26.189402373655142,52,57.86213677396928,18.278,in_progress,0.0
0,167.0,-3.1258326649701815,-1.2002668383413306,-21.89238068471656,20.0,2.0,16,1.0,False,True,26.442563144985588,52,57.86213677396928,18.34,in_progress,0.0
